Date,Coal_Type,Benchmark,Per _Price
2022-01-31,HCC,Jingtang Australia EXW,2690.0
2022-01-31,HCC,Tianjin Australia EXW,2200.0
2022-01-31,SSCC,Tangshan Hebei FOR,2462.0
2022-01-31,SSCC,Wuhai EXW,2187.0
2022-01-31,TC,GM DAP,530.0
2022-01-31,TC,Wuhai EXW,886.0
2022-02-07,HCC,GM EXW #5 Jinquan ,2450.0
2022-02-07,HCC,GM EXW #3,0.0
2022-02-07,HCC,Baotou EXW,2550.0
2022-02-07,HCC,Tangshan Hebei FOR,2805.0
2022-02-07,HCC,Jingtang Australia EXW,2490.0
2022-02-07,HCC,Tianjin Australia EXW,2200.0
2022-02-07,SSCC,Tangshan Hebei FOR,2462.0
2022-02-07,SSCC,Wuhai EXW,2187.0
2022-02-07,TC,GM DAP,530.0
2022-02-07,TC,Wuhai EXW,888.0
2022-02-14,HCC,GM EXW #5 Jinquan ,2300.0
2022-02-14,HCC,GM EXW #3,0.0
2022-02-14,HCC,Baotou EXW,2298.0
2022-02-14,HCC,Tangshan Hebei FOR,2655.0
2022-02-14,HCC,Jingtang Australia EXW,2490.0
2022-02-14,HCC,Tianjin Australia EXW,2200.0
2022-02-14,SSCC,Tangshan Hebei FOR,2325.0
2022-02-14,SSCC,Wuhai EXW,1971.0
2022-02-14,TC,GM DAP,530.0
2022-02-14,TC,Wuhai EXW,782.0
2022-02-21,HCC,GM EXW #5 Jinquan ,2300.0
2022-02-21,HCC,GM EXW #3,0.0
2022-02-21,HCC,Baotou EXW,2424.0
2022-02-21,HCC,Tangshan Hebei FOR,2655.0
2022-02-21,HCC,Jingtang Australia EXW,2490.0
2022-02-21,HCC,Tianjin Australia EXW,2200.0
2022-02-21,SSCC,Tangshan Hebei FOR,2325.0
2022-02-21,SSCC,Wuhai EXW,2079.0
2022-02-21,TC,GM DAP,530.0
2022-02-21,TC,Wuhai EXW,762.0
2022-02-28,HCC,GM EXW #5 Jinquan ,2450.0
2022-02-28,HCC,GM EXW #3,0.0
2022-02-28,HCC,Baotou EXW,2613.0
